144;900066907;Fundacion Colombia nuevos Horizontes;Ricaurte Urb Santa Helena;Los Martires;Calle  23 # 5 - 32 Este;4.577217,-74.209221
145;900969994;Fundaci�n Sonrisas Milagrosas;Modelia;Fontib�n;Carrera   85B # 25B - 34;4.673267,-74.121077
146;900848805;Fundacion Familias Creciendo Con Amor;Escuelas;Santa F�;Carrera  3 # 10 - 21;4.587566,-74.187049
147;860027139;Orden De Los Calleerigos Regulares Somascos;Britalia norte;Suba;Calle 167 #62 - 31;4.750193,-74.062038
148;900881804;Fundacion El Renacer;normandia;Engativ�;Calle 48A #70D-34;4.665652,-74.108968
149;900868810;Fundacion Desafios;Fontibon;Fontib�n;Calle 25D #81A - 66;4.671542,-74.118868
150;900793082;Fundacion Purisima Concepcion De Maria;Atahualpa;Fontib�n;Calle 22I # 114 - 37;4.686963,-74.148034
151;800232366;Corporacion Prosol Proyecto Solidaridad;Juan Rey -nueva;San Cristobal ;Calle 119 # 2-29;4.697446,-74.035014
152;830040877;Fundaci�n Para La Cultura Y La Paz Social Imago;Juaqu�n del Vaticano;Ciudad Bolivar;Diagonal 81A Bis Sur #17 D - 15 ;4.534854,-74.142389
153;830130932;Asociacion De Padres Pronutricion ni�os Del Futuro - Apronif;La Sure�a - Santa Librada;Usme;Transv. 2 Este # 75 - 21 Sur ;4.586773,-74.188214
154;830501182;Fundaci�n Serviamor;Bosa Charles De Gaulle;Bosa;Diagonal73G Sur #79A-40;4.607734,-74.201205
155;900154276;Fundaci�n El nuevo Amanecer Del Abuelo Zona 7;Gran Britalia;Kennedy;Calle 54B Sur # 80J - 02;4.617209,-74.176478
156;900258814;Fundaci�n Fuente De Vida;normand�a ;Engativ�;Calle 56A #71-35 ;4.642015,-74.062283
157;800214679;Fundaci�n Esperanza Y Vida;Andes;Barrios Unidos;Carrera  65 # 78 - 31 ;4.679317,-74.080111
158;900176335;Fundaci�n Senderos de Vida;Santa Maria Del Lago;Engativ�;Carrera  72 Bis # 76 - 42 ;4.692977,-74.092107
159;900291788;Fundaci�n Hogar Gerontol�gico Amor y Vida, Atenci�n Integral del Adulto Mayor ;Cartilla;Kennedy;Carrera  77 #7F-20;4.654475,-74.129205
160;800100764;Asociaci�n nueva Vida en Cristo;Carvajal;Kennedy;Calle 37 Sur #72L-41;4.615426,-74.143408
161;900656373;Fundaci�n Creando Sue�os para el Futuro;Suba;Engativ�;Carrera  97 #133-04 ;4.735011,-74.092192
162;900409877;Biblioteca Ludoteca Palabritas; Barrio San Mart�n;San Crist�bal ;Carrera  1 C # 95 - 96 Sur;4.502926,-74.117315
163;830039130;Fundaci�n Caminos de Libertad;Teusaquillo;La Candelaria;Av Caracas #36-41;4.625323,-74.069276
164;830084156;Fundaci�n Amigos del Abuelo;Sta Isabel;La Candelaria;Calle 1D #25-44;4.596041,-74.098344
165;830138778;Fundapan Plan de Ayuda al necesitado;Bilbao;Engativ�;Carrera  141 C # 143 B - 30;4.752806,-74.112451
166;900048877;Fundaci�n Forjadores de Tejido Social ;Buena Vista;Usaqu�n;Carrera  6 # 189 A - 15;4.766412,-74.026035
167;900202768;Fundacion Mirada Libre Colombia ;Quintas Del Sur (Conjunto Residencial);Ciudad Bol�var;Carrera  17 F # 71 A - 95 Sur;4.660024,-74.063491
168;900018999;Fundaci�n Bondad Internacional ;Perseverancia;Santa F�;Calle 68 #  14A 60;4.655501,-74.064250
169;900087782;Fundaci�n Refugio de los Recuerdos;San Miguel;Barrios Unidos;Carrera  44 #67-30;4.654280,-74.100647
170;830013717;Fundaci�n Kolping;Teusaquillo;Teusaquillo;Carrera  16 # 35 - 41;4.624458,-74.071177
171;800112909;Asociacion de Hogares Comunitarios de Bienestar Mundo Feliz;Yomasa;Usme;Carrera  2 B Este # 81 - 31 Sur;4.650250,-74.050143
172;900347027;Fundaci�n social semillas de Luz;Ciudad Latina;Soacha;  Calle 3 # 22 - 04;4.596352,-74.092372
173;832010086;Fundaci�n Multicentro Shekinah;Sibate;Sibat�;Diagonal2 #2-16;4.693221,-74.199422
174;800025766;Asociaci�n Universitaria Colombia ;Teusaquillo;Teusaquillo;Calle 46 #16-09;4.634261,-74.069899
175;800030867;Parroquia Santa Maria de nazareth;Soacha;Soacha;Tv 17 #6-50 Sur;4.710960,-74.205274
176;900483551;Fundaci�n Transcendo con un Prop�sito de Vida;La Floresta;Barrios Unidos;Calle 101 # 66 - 34;4.690142,-74.070744
177;830117795;Comedor Villa Emma;Bosa;Barrios Unidos;Carrera  88F #74B-15 Sur;4.622443,-74.202743
178;900002906;Parroquia San Albero Hurtado- Asociaci�n Mujeres y Madres Abriendo Caminos;El Dorado;Barrios Unidos;Calle 1 Sur # 7B - 27 Este ��;4.565924,-74.089675
179;800232727;Asociacion Benefica Cristiana Promotora de Desarrollo  Integral ABC Prodein    ;Sta Bibiana;Teusaquillo;Carrera  20 #39-17;4.627708,-74.073856
180;900266337;Fundaci�n Omar Medina ; La Regadera ;Usme;Calle 73C #3C-22 Sur�;4.516578,-74.120997
181;900478941;Fundacion Yanapa;Cadelaria La nueva;Ciudad Bol�var;Calle 65 Sur # 30 - 04;4.568240,-74.150289
182;900224181;RISE AnD WALK FOUnDATIOn,InC(Fundacion levantate y camina);San Fernando;Barrios Unidos;Calle 74 # 61 - 77;4.674824,-74.080101
183;900631370;Fundacion Caszatalentos Colombia;Palermo;Santa fe;Calle 45B # 22 - 72;4.635314,-74.074712
184;900816562;Fiat  Gaudium;San Gabriel;Usaqu�n;Calle 106 # 53 - 56;4.694816,-74.063180
185;830072495;Fundacion Pastoral Social manos unidas;Fontibon;Fontib�n;Calle 23 # 109A 15;4.684953,-74.143885
186;860071169;Fundacion Solidaridad por Colombia;Patio Bonito;Kennedy;Diagonal 38 Sur # 82 - 30;4.634049,-74.160912
187;800188891;Fraternidad de la Divina Providencia;Sim�n Bol�var;Barrios Unidos;Calle 77 # 62-50;4.677995,-74.078860
188;900407662;Fundaci�n sistema Integral Global en Red Social;Tuna Alta El Rosal;Engativ�;Carrera  89 # 152 - 42;4.747383,-74.081201
189;860025708;Parroquia San Bernardino de Soacha-Hogar Infantil la Ronda del Caracolito;Soacha ;Soacha;Calle 12 #6-50;4.580974,-74.219786
190;830069434;Parroquia Mar�a Inmaculada;Bosa;Bosa;Calle 77 #84A-07 Sur;4.608462,-74.206360
191;900157971;Fundaci�n Red de Vida;El Tesoro;Ciudad Bol�var;Tv 18H # 77D-53 Sur;4.539854,-74.148819
192;900387037;Fundaci�n Colombia en Progreso;Hayuelos;Fontib�n; Carrera  5A # 67A - 29 Sur ;4.666150,-74.078587
193;832003348;Parroquia San Bartolom�   Gachancip� ;Gachancipa;Gachancipa;Calle 2 #5-40;4.572712,-74.222702
194;900282938;Fundaci�n Adulto Mayor Prado Jard�n;Prado Veraniego-Sal�n Comunal Prado Sur;Suba;Calle 129 #55-17;4.716703,-74.063814
195;860025754;Parroquia de Santa Cecilia;Venecia;Tunjuelito;Diagonal49 Sur #53-56;4.592136,-74.141305
196;800063330;Asociacion de Padres Usuarios de Hogares de Bienestar los Laches;Laches;Santa fe;Diagonal. 4 A # 10 - 03;4.593405,-74.082492
197;900212052;OnG Revivir Colombia;nicol�s De Federman;Teusaquillo;Calle 56 # 36 A - 09;4.644211,-74.071123
198;900212362;Fundacion Recrearte Pais;Calleass;Kennedy;Carrera  81 # 87 A - 81;4.643845,-74.147065
199;900039001;Fundacion Colombiana de Oro;Compartir;Suba ;Calle 65 A Bis Sur # 18 # - 36;4.618530,-74.191009
200;900237922;FundacionMeltk Proyecto de Vida;Santa Fe;Santa fe;Calle 23 # 16 A - 19;4.580431,-74.210140
201;800142051;Asociacion  de Padres Usuarios de Bienestar nueva Modalidad Semillas;Bachue;Engativ�;Calle 89 # 95 F - 00;4.716397,-74.102562
202;830122712;Fundacion Jaime Benitez Tobon;La Floresta;Engativ�;Avenida calle 116 # 55 C - 44 Apto. 1403;4.692485,-74.029822
